#Wave		#Intensity
2018.222656	6007.071777
2016.693359	5873.036133
2015.164063	5976.413574
2013.632813	6032.364746
2012.103516	5924.935547
2010.572266	5993.939453
2009.041016	5886.562012
2007.509766	5914.730469
2005.978516	6003.279297
2004.447266	6002.037598
2002.914063	5904.535156
2001.380859	5916.363281
1999.849609	6110.842773
1998.316406	5904.132324
1996.781250	5999.091797
1995.248047	5880.500977
1993.714844	5884.172363
1992.179688	5933.458984
1990.644531	5964.807617
1989.109375	5911.460938
1987.574219	5963.966797
1986.039063	6008.311035
1984.501953	6135.638672
1982.964844	5979.788574
1981.429688	5947.640625
1979.892578	5965.926758
1978.353516	5938.672852
1976.816406	5898.423340
1975.279297	5861.440918
1973.740234	5933.357910
1972.201172	5914.255371
1970.662109	5995.877441
1969.123047	6035.237793
1967.583984	5959.292969
1966.042969	5951.563965
1964.503906	5813.988770
1962.962891	5997.780273
1961.421875	5884.588379
1959.880859	5954.740723
1958.339844	5956.749512
1956.796875	5866.335449
1955.255859	5886.192871
1953.712891	5931.974121
1952.169922	5985.837891
1950.626953	5903.591797
1949.083984	5942.860840
1947.539063	5923.813965
1945.996094	5917.727539
1944.451172	5906.787109
1942.906250	5976.770996
1941.361328	6011.127930
1939.816406	5969.436523
1938.269531	5977.901855
1936.724609	5905.509766
1935.177734	6044.938965
1933.630859	6056.614746
1932.083984	5995.562500
1930.537109	5884.448242
1928.990234	5954.303223
1927.441406	6040.278809
1925.892578	6006.729492
1924.345703	6028.082520
1922.794922	5960.654297
1921.246094	5867.434082
1919.697266	5992.057617
1918.146484	6016.620605
1916.597656	5997.629883
1915.046875	5943.174805
1913.496094	5908.086426
1911.945313	5914.916504
1910.392578	5934.633789
1908.841797	6013.950684
1907.289063	5970.821777
1905.736328	5853.634277
1904.183594	5889.446777
1902.630859	5936.511719
1901.078125	5883.777344
1899.523438	5924.387207
1897.968750	5950.501465
1896.416016	5923.529297
1894.861328	5866.015625
1893.304688	6041.638672
1891.750000	5913.400879
1890.193359	5942.702148
1888.638672	5915.757813
1887.082031	5887.217773
1885.525391	5938.989746
1883.968750	5963.442871
1882.410156	5965.411133
1880.853516	5972.192871
1879.294922	5778.388672
1877.736328	5889.487305
1876.177734	5933.171387
1874.619141	5864.581055
1873.060547	5908.251465
1871.500000	5919.843262
1869.941406	5969.893555
1868.380859	5981.467285
1866.820313	5887.304199
1865.259766	5935.727539
1863.697266	5982.528320
1862.136719	5837.191406
1860.574219	6018.447754
1859.011719	5839.556641
1857.449219	5846.337402
1855.886719	5942.695801
1854.324219	5906.270020
1852.759766	5900.239746
1851.197266	6017.307617
1849.632813	6052.812012
1848.068359	6002.010742
1846.503906	5954.425293
1844.937500	6061.798340
1843.373047	6092.471191
1841.806641	5944.307129
1840.240234	5984.568848
1838.673828	6059.924805
1837.107422	5994.832520
1835.541016	5928.171387
1833.972656	5984.351074
1832.404297	6003.830078
1830.837891	6091.855957
1829.269531	6095.363281
1827.699219	5961.816406
1826.130859	6113.526367
1824.560547	6007.110840
1822.992188	6023.373047
1821.421875	6128.797363
1819.851563	6071.795410
1818.281250	6170.797852
1816.708984	6237.932129
1815.138672	6174.578125
1813.566406	6114.431152
1811.994141	6164.040527
1810.421875	6261.328125
1808.849609	6320.422852
1807.277344	6163.346191
1805.703125	6187.478516
1804.128906	6176.649902
1802.554688	6348.481445
1800.980469	6283.631348
1799.406250	6364.871582
1797.832031	6344.489746
1796.255859	6274.918945
1794.679688	6270.429688
1793.103516	6227.870605
1791.527344	6234.494141
1789.951172	6350.523926
1788.375000	6388.824707
1786.796875	6317.744629
1785.218750	6249.863281
1783.642578	6345.194824
1782.062500	6290.007324
1780.484375	6378.955078
1778.906250	6376.032227
1777.326172	6401.604004
1775.746094	6343.284180
1774.166016	6419.485352
1772.585938	6380.168945
1771.005859	6377.246582
1769.425781	6262.051270
1767.843750	6274.963867
1766.261719	6414.323730
1764.679688	6340.280273
1763.097656	6283.647461
1761.515625	6424.496094
1759.931641	6386.820313
1758.349609	6316.000977
1756.765625	6284.677734
1755.181641	6307.030273
1753.597656	6353.043457
1752.011719	6465.298828
1750.427734	6296.740234
1748.841797	6372.687988
1747.255859	6215.255371
1745.669922	6362.123047
1744.083984	6415.943848
1742.498047	6365.746582
1740.910156	6384.885254
1739.324219	6240.213867
1737.736328	6371.172363
1736.148438	6256.476563
1734.560547	6447.188477
1732.970703	6478.876953
